Date,Platform,Content,Location
2024-07-09,Instagram,They brutalized our people – happening now! at Kisumu! #KenyaProtests,Kisumu
2024-06-26,TikTok,Boycott on June 26 in Uhuru Park. They brutalized our people #OccupyParliament,Uhuru Park
2024-06-01,TikTok,#OccupyParliament – gather at Mombasa urgent,Mombasa
2024-07-02,TikTok,We are fed up – happening immediately at Nairobi! #OccupyParliament,Nairobi
2024-07-07,Instagram,This government is corrupt – happening now! at Kisumu! #SaveKenya,Kisumu
2024-07-24,TikTok,Gen Z rising again! Meet at Nairobi for a protest. #OccupyParliament,Nairobi
2024-06-26,TikTok,#OccupyParliament – march at Uhuru Park immediately,Uhuru Park
2024-06-25,Instagram,Gen Z rising again! Meet at Mombasa for a protest. #GenZRevolution,Mombasa
2024-06-20,Instagram,Gather on June 20 in Uhuru Park. They brutalized our people #OccupyParliament,Uhuru Park
2024-06-03,TikTok,No justice no peace. March on 03/06 at Nairobi. #OneTermPresident,Nairobi
2024-06-23,TikTok,Gen Z rising again! Meet at Nairobi for a boycott. #RutoMustGo,Nairobi
2024-07-16,X,Gen Z rising again! Meet at Nairobi for a boycott. #YouthPower,Nairobi
2024-07-22,X,This government is corrupt – happening immediately at Mombasa! #RejectFinanceBill2024,Mombasa
2024-06-25,X,#RejectFinanceBill2024 – gather at Kisumu immediately,Kisumu
2024-07-01,TikTok,#YouthPower – gather at Uhuru Park now!,Uhuru Park
2024-07-15,TikTok,Gen Z rising again! Meet at Mombasa for a boycott. #OneTermPresident,Mombasa
2024-07-14,X,Gen Z rising again! Meet at Uhuru Park for a gather. #KenyaProtests,Uhuru Park
2024-06-20,Instagram,We are fed up – happening now! at Kisumu! #YouthPower,Kisumu
2024-06-25,TikTok,#OneTermPresident – strike at Parliament now!,Parliament
2024-07-16,X,Boycott on July 16 in Mombasa. No justice no peace #OccupyParliament,Mombasa
2024-06-04,Instagram,They brutalized our people – happening now! at Mombasa! #KenyaProtests,Mombasa
2024-06-05,X,No justice no peace. March on 05/06 at Uhuru Park. #RutoMustGo,Uhuru Park
2024-07-19,X,Gather on July 19 in Kisumu. They brutalized our people #RutoMustGo,Kisumu
2024-07-17,X,Gather on July 17 in Nairobi. This government is corrupt #SaveKenya,Nairobi
2024-06-20,X,We are fed up – happening urgent at Nairobi! #OneTermPresident,Nairobi
2024-06-16,TikTok,#KenyaProtests – protest at Kisumu act fast,Kisumu
2024-07-19,X,They brutalized our people. Strike on 19/07 at Mombasa. #GenZRevolution,Mombasa
2024-07-17,TikTok,We are fed up – happening urgent at Uhuru Park! #GenZRevolution,Uhuru Park
2024-07-23,X,Gen Z rising again! Meet at Mombasa for a boycott. #OccupyParliament,Mombasa
2024-06-01,TikTok,#SaveKenya – protest at Mombasa urgent,Mombasa
2024-06-13,TikTok,We are fed up – happening now! at Parliament! #OccupyParliament,Parliament
2024-06-29,Instagram,#GenZRevolution – strike at Nairobi now!,Nairobi
2024-06-11,X,Gen Z rising again! Meet at Nairobi for a strike. #SaveKenya,Nairobi
2024-07-02,Instagram,No justice no peace – happening now! at Parliament! #KenyaProtests,Parliament
2024-07-17,Instagram,Gather on July 17 in Mombasa. They brutalized our people #KenyaProtests,Mombasa
2024-07-20,TikTok,March on July 20 in Kisumu. No justice no peace #RutoMustGo,Kisumu
2024-06-16,TikTok,Gather on June 16 in Nairobi. No justice no peace #OneTermPresident,Nairobi
2024-07-26,Instagram,Gen Z rising again! Meet at Nairobi for a strike. #YouthPower,Nairobi
2024-07-23,TikTok,#OneTermPresident – strike at Kisumu urgent,Kisumu
2024-07-17,Instagram,Gen Z rising again! Meet at Parliament for a protest. #OccupyParliament,Parliament
2024-07-08,TikTok,Gen Z rising again! Meet at Mombasa for a gather. #OneTermPresident,Mombasa
2024-06-19,TikTok,March on June 19 in Nairobi. They brutalized our people #GenZRevolution,Nairobi
2024-07-16,TikTok,This government is corrupt – happening act fast at Uhuru Park! #OneTermPresident,Uhuru Park
2024-07-20,Instagram,Gen Z rising again! Meet at Parliament for a boycott. #SaveKenya,Parliament
2024-06-24,X,#RejectFinanceBill2024 – gather at Parliament act fast,Parliament
2024-06-26,Instagram,Gen Z rising again! Meet at Uhuru Park for a march. #RejectFinanceBill2024,Uhuru Park
2024-06-08,Instagram,They brutalized our people. Strike on 08/06 at Nairobi. #RejectFinanceBill2024,Nairobi
2024-06-06,X,They brutalized our people. Gather on 06/06 at Mombasa. #GenZRevolution,Mombasa
2024-07-25,Instagram,They brutalized our people. Gather on 25/07 at Nairobi. #GenZRevolution,Nairobi
2024-07-27,X,Strike on July 27 in Parliament. We are fed up #YouthPower,Parliament
2024-07-17,X,We are fed up. Strike on 17/07 at Uhuru Park. #RejectFinanceBill2024,Uhuru Park
2024-06-16,Instagram,Gather on June 16 in Parliament. This government is corrupt #KenyaProtests,Parliament
2024-07-09,X,#OccupyParliament – strike at Mombasa act fast,Mombasa
2024-07-24,X,This government is corrupt – happening now! at Uhuru Park! #OneTermPresident,Uhuru Park
2024-06-18,X,Protest on June 18 in Nairobi. They brutalized our people #RejectFinanceBill2024,Nairobi
2024-06-12,Instagram,#OccupyParliament – strike at Nairobi urgent,Nairobi
2024-06-12,Instagram,They brutalized our people – happening urgent at Mombasa! #KenyaProtests,Mombasa
2024-06-30,TikTok,Gen Z rising again! Meet at Kisumu for a protest. #YouthPower,Kisumu
2024-06-17,TikTok,#KenyaProtests – strike at Uhuru Park immediately,Uhuru Park
2024-06-07,Instagram,#GenZRevolution – gather at Mombasa immediately,Mombasa
2024-07-17,Instagram,#OccupyParliament – gather at Nairobi immediately,Nairobi
2024-06-28,Instagram,Protest on June 28 in Mombasa. No justice no peace #OccupyParliament,Mombasa
2024-07-25,X,This government is corrupt. March on 25/07 at Nairobi. #RutoMustGo,Nairobi
2024-07-29,X,#OccupyParliament – protest at Mombasa now!,Mombasa
2024-06-24,X,#KenyaProtests – protest at Parliament now!,Parliament
2024-06-19,Instagram,Gen Z rising again! Meet at Parliament for a gather. #GenZRevolution,Parliament
2024-07-22,Instagram,March on July 22 in Mombasa. They brutalized our people #GenZRevolution,Mombasa
2024-07-13,TikTok,Gen Z rising again! Meet at Nairobi for a strike. #OccupyParliament,Nairobi
2024-07-17,TikTok,They brutalized our people. Boycott on 17/07 at Mombasa. #RejectFinanceBill2024,Mombasa
2024-07-29,X,Gen Z rising again! Meet at Parliament for a gather. #RejectFinanceBill2024,Parliament
2024-07-08,X,Strike on July 08 in Uhuru Park. We are fed up #KenyaProtests,Uhuru Park
2024-06-26,X,Gather on June 26 in Uhuru Park. We are fed up #SaveKenya,Uhuru Park
2024-06-14,Instagram,This government is corrupt. Gather on 14/06 at Nairobi. #GenZRevolution,Nairobi
2024-06-29,TikTok,Gen Z rising again! Meet at Uhuru Park for a protest. #RutoMustGo,Uhuru Park
2024-07-28,X,Gen Z rising again! Meet at Uhuru Park for a gather. #GenZRevolution,Uhuru Park
2024-07-08,TikTok,They brutalized our people – happening urgent at Uhuru Park! #GenZRevolution,Uhuru Park
2024-07-05,X,They brutalized our people. Strike on 05/07 at Mombasa. #RutoMustGo,Mombasa
2024-06-30,X,No justice no peace – happening urgent at Uhuru Park! #KenyaProtests,Uhuru Park
2024-07-28,X,Boycott on July 28 in Nairobi. They brutalized our people #SaveKenya,Nairobi
2024-07-08,Instagram,#RutoMustGo – gather at Uhuru Park urgent,Uhuru Park
2024-06-01,TikTok,#KenyaProtests – boycott at Kisumu now!,Kisumu
2024-06-13,X,This government is corrupt – happening urgent at Uhuru Park! #YouthPower,Uhuru Park
2024-06-23,X,We are fed up. March on 23/06 at Parliament. #YouthPower,Parliament
2024-07-28,X,Gen Z rising again! Meet at Nairobi for a strike. #GenZRevolution,Nairobi
2024-06-30,X,No justice no peace – happening now! at Uhuru Park! #OneTermPresident,Uhuru Park
2024-06-11,Instagram,Boycott on June 11 in Uhuru Park. No justice no peace #RejectFinanceBill2024,Uhuru Park
2024-07-05,X,This government is corrupt – happening act fast at Kisumu! #OneTermPresident,Kisumu
2024-07-29,Instagram,This government is corrupt – happening immediately at Parliament! #OneTermPresident,Parliament
2024-06-18,X,#RutoMustGo – protest at Parliament now!,Parliament
2024-07-04,Instagram,Gen Z rising again! Meet at Nairobi for a strike. #RutoMustGo,Nairobi
2024-06-25,X,This government is corrupt. Protest on 25/06 at Nairobi. #GenZRevolution,Nairobi
2024-06-12,TikTok,No justice no peace – happening immediately at Parliament! #GenZRevolution,Parliament
2024-06-25,TikTok,Gen Z rising again! Meet at Mombasa for a protest. #OneTermPresident,Mombasa
2024-06-12,Instagram,#OneTermPresident – strike at Parliament now!,Parliament
2024-07-14,X,Protest on July 14 in Nairobi. No justice no peace #OccupyParliament,Nairobi
2024-06-11,TikTok,We are fed up. Strike on 11/06 at Nairobi. #OccupyParliament,Nairobi
2024-06-28,X,Gen Z rising again! Meet at Kisumu for a march. #RejectFinanceBill2024,Kisumu
2024-06-05,X,Gen Z rising again! Meet at Parliament for a strike. #GenZRevolution,Parliament
2024-06-12,TikTok,We are fed up. Strike on 12/06 at Nairobi. #SaveKenya,Nairobi
2024-06-30,TikTok,Boycott on June 30 in Kisumu. No justice no peace #OccupyParliament,Kisumu
2024-07-02,TikTok,This government is corrupt. Gather on 02/07 at Uhuru Park. #SaveKenya,Uhuru Park
2024-06-24,X,March on June 24 in Kisumu. We are fed up #OneTermPresident,Kisumu
2024-06-27,TikTok,Gen Z rising again! Meet at Uhuru Park for a boycott. #OccupyParliament,Uhuru Park
2024-07-04,X,Gather on July 04 in Uhuru Park. We are fed up #GenZRevolution,Uhuru Park
2024-06-06,Instagram,No justice no peace. Protest on 06/06 at Uhuru Park. #RejectFinanceBill2024,Uhuru Park
2024-06-18,X,We are fed up. March on 18/06 at Parliament. #YouthPower,Parliament
2024-06-18,X,#YouthPower – gather at Kisumu act fast,Kisumu
2024-06-29,X,Protest on June 29 in Nairobi. They brutalized our people #SaveKenya,Nairobi
2024-07-05,Instagram,This government is corrupt. Strike on 05/07 at Kisumu. #RejectFinanceBill2024,Kisumu
2024-06-24,X,No justice no peace. March on 24/06 at Mombasa. #RejectFinanceBill2024,Mombasa
2024-07-25,Instagram,Gen Z rising again! Meet at Mombasa for a strike. #RutoMustGo,Mombasa
2024-07-18,Instagram,#GenZRevolution – march at Nairobi act fast,Nairobi
2024-07-03,TikTok,Gen Z rising again! Meet at Mombasa for a boycott. #YouthPower,Mombasa
2024-07-14,TikTok,#SaveKenya – march at Kisumu act fast,Kisumu
2024-07-15,X,Gather on July 15 in Uhuru Park. No justice no peace #YouthPower,Uhuru Park
2024-07-22,TikTok,No justice no peace – happening immediately at Parliament! #KenyaProtests,Parliament
2024-07-24,X,No justice no peace – happening act fast at Uhuru Park! #SaveKenya,Uhuru Park
2024-07-26,Instagram,They brutalized our people. March on 26/07 at Parliament. #KenyaProtests,Parliament
2024-07-08,X,#RejectFinanceBill2024 – strike at Mombasa now!,Mombasa
2024-07-30,Instagram,Gen Z rising again! Meet at Nairobi for a boycott. #RejectFinanceBill2024,Nairobi
2024-07-12,X,Boycott on July 12 in Parliament. No justice no peace #KenyaProtests,Parliament
2024-07-18,Instagram,They brutalized our people. Gather on 18/07 at Uhuru Park. #SaveKenya,Uhuru Park
2024-07-26,TikTok,We are fed up – happening now! at Uhuru Park! #KenyaProtests,Uhuru Park
2024-07-14,X,Gen Z rising again! Meet at Uhuru Park for a protest. #RejectFinanceBill2024,Uhuru Park
2024-07-26,Instagram,March on July 26 in Parliament. No justice no peace #KenyaProtests,Parliament
2024-07-15,Instagram,This government is corrupt – happening immediately at Kisumu! #KenyaProtests,Kisumu
2024-07-14,Instagram,Gather on July 14 in Kisumu. They brutalized our people #YouthPower,Kisumu
2024-06-14,TikTok,Gen Z rising again! Meet at Kisumu for a protest. #KenyaProtests,Kisumu
2024-06-15,X,Gen Z rising again! Meet at Kisumu for a strike. #RejectFinanceBill2024,Kisumu
2024-07-09,X,#SaveKenya – strike at Mombasa now!,Mombasa
2024-07-13,TikTok,Strike on July 13 in Nairobi. This government is corrupt #GenZRevolution,Nairobi
2024-06-04,X,Protest on June 04 in Nairobi. We are fed up #OccupyParliament,Nairobi
2024-07-04,X,#RejectFinanceBill2024 – gather at Parliament act fast,Parliament
2024-07-24,X,They brutalized our people. March on 24/07 at Kisumu. #OneTermPresident,Kisumu
2024-07-05,X,We are fed up. Boycott on 05/07 at Kisumu. #OneTermPresident,Kisumu
2024-07-26,TikTok,Gen Z rising again! Meet at Uhuru Park for a boycott. #YouthPower,Uhuru Park
2024-07-14,Instagram,Gen Z rising again! Meet at Parliament for a strike. #SaveKenya,Parliament
2024-07-21,TikTok,This government is corrupt. Gather on 21/07 at Mombasa. #YouthPower,Mombasa
2024-06-13,Instagram,#GenZRevolution – protest at Mombasa act fast,Mombasa
2024-06-09,X,This government is corrupt. March on 09/06 at Mombasa. #SaveKenya,Mombasa
2024-06-10,TikTok,No justice no peace. Strike on 10/06 at Kisumu. #RejectFinanceBill2024,Kisumu
2024-07-13,TikTok,Gen Z rising again! Meet at Nairobi for a protest. #YouthPower,Nairobi
2024-06-07,TikTok,We are fed up. Boycott on 07/06 at Uhuru Park. #KenyaProtests,Uhuru Park
2024-07-13,X,#RutoMustGo – gather at Parliament urgent,Parliament
2024-07-02,TikTok,No justice no peace. Strike on 02/07 at Parliament. #KenyaProtests,Parliament
2024-06-10,X,Boycott on June 10 in Nairobi. No justice no peace #OneTermPresident,Nairobi
2024-07-27,Instagram,No justice no peace. Gather on 27/07 at Parliament. #SaveKenya,Parliament
2024-07-30,X,#YouthPower – gather at Nairobi immediately,Nairobi
2024-06-24,X,#OneTermPresident – gather at Parliament urgent,Parliament
2024-06-20,X,We are fed up. March on 20/06 at Mombasa. #OccupyParliament,Mombasa
2024-07-12,TikTok,Strike on July 12 in Kisumu. This government is corrupt #KenyaProtests,Kisumu
2024-06-30,TikTok,We are fed up – happening immediately at Uhuru Park! #RutoMustGo,Uhuru Park
2024-07-22,TikTok,#OccupyParliament – march at Nairobi urgent,Nairobi
2024-06-15,TikTok,Gather on June 15 in Nairobi. This government is corrupt #OneTermPresident,Nairobi
2024-06-14,X,#OneTermPresident – protest at Parliament immediately,Parliament
2024-07-04,X,Boycott on July 04 in Nairobi. They brutalized our people #RutoMustGo,Nairobi
2024-07-15,TikTok,Gen Z rising again! Meet at Parliament for a strike. #RejectFinanceBill2024,Parliament
2024-06-13,X,#RutoMustGo – protest at Parliament act fast,Parliament
2024-07-04,Instagram,Gen Z rising again! Meet at Mombasa for a protest. #RutoMustGo,Mombasa
2024-06-10,TikTok,Gen Z rising again! Meet at Mombasa for a march. #OccupyParliament,Mombasa
2024-06-27,X,#RutoMustGo – march at Mombasa act fast,Mombasa
2024-06-03,X,No justice no peace – happening now! at Kisumu! #KenyaProtests,Kisumu
2024-07-01,Instagram,#RutoMustGo – gather at Nairobi act fast,Nairobi
2024-06-09,X,Protest on June 09 in Uhuru Park. They brutalized our people #RutoMustGo,Uhuru Park
2024-06-21,TikTok,Gen Z rising again! Meet at Uhuru Park for a protest. #RejectFinanceBill2024,Uhuru Park
2024-07-13,TikTok,Gather on July 13 in Parliament. We are fed up #KenyaProtests,Parliament
2024-06-17,X,No justice no peace – happening immediately at Uhuru Park! #GenZRevolution,Uhuru Park
2024-06-27,X,Gen Z rising again! Meet at Kisumu for a gather. #GenZRevolution,Kisumu
2024-07-16,X,#RutoMustGo – gather at Kisumu urgent,Kisumu
2024-07-22,TikTok,Gen Z rising again! Meet at Kisumu for a gather. #GenZRevolution,Kisumu
2024-07-19,TikTok,Gen Z rising again! Meet at Uhuru Park for a gather. #RutoMustGo,Uhuru Park
2024-07-28,TikTok,This government is corrupt – happening urgent at Nairobi! #KenyaProtests,Nairobi
2024-06-02,X,Boycott on June 02 in Uhuru Park. This government is corrupt #GenZRevolution,Uhuru Park
2024-07-17,X,We are fed up. Protest on 17/07 at Kisumu. #OneTermPresident,Kisumu
2024-07-06,TikTok,Gen Z rising again! Meet at Uhuru Park for a protest. #KenyaProtests,Uhuru Park
2024-07-14,X,#OccupyParliament – gather at Parliament urgent,Parliament
2024-06-25,Instagram,#RejectFinanceBill2024 – protest at Nairobi immediately,Nairobi
2024-07-30,X,We are fed up – happening urgent at Parliament! #RutoMustGo,Parliament
2024-06-13,Instagram,#OccupyParliament – gather at Kisumu now!,Kisumu
2024-07-23,TikTok,They brutalized our people – happening act fast at Parliament! #GenZRevolution,Parliament
2024-07-21,TikTok,#OneTermPresident – boycott at Nairobi immediately,Nairobi
2024-07-26,X,Gen Z rising again! Meet at Parliament for a protest. #RejectFinanceBill2024,Parliament
2024-06-28,TikTok,Gather on June 28 in Kisumu. We are fed up #GenZRevolution,Kisumu
2024-07-06,Instagram,We are fed up. March on 06/07 at Mombasa. #RejectFinanceBill2024,Mombasa
2024-07-25,Instagram,They brutalized our people. Boycott on 25/07 at Uhuru Park. #RutoMustGo,Uhuru Park
2024-06-18,X,This government is corrupt. Gather on 18/06 at Mombasa. #RejectFinanceBill2024,Mombasa
2024-06-04,TikTok,We are fed up. Protest on 04/06 at Kisumu. #OccupyParliament,Kisumu
2024-06-12,X,#GenZRevolution – gather at Mombasa immediately,Mombasa
2024-06-15,Instagram,Gen Z rising again! Meet at Mombasa for a protest. #OneTermPresident,Mombasa
2024-06-26,Instagram,Gen Z rising again! Meet at Mombasa for a strike. #YouthPower,Mombasa
2024-06-30,TikTok,This government is corrupt. Boycott on 30/06 at Kisumu. #OccupyParliament,Kisumu
2024-06-12,X,#RutoMustGo – boycott at Kisumu immediately,Kisumu
2025-07-03,Instagram,This government is corrupt – happening act fast at Uhuru Park! #OccupyParliament,Uhuru Park
2025-06-25,X,Gen Z rising again! Meet at Kisumu for a strike. #RejectFinanceBill2024,Kisumu
2025-06-18,X,#OccupyParliament – strike at Uhuru Park urgent,Uhuru Park
2025-07-14,Instagram,#OccupyParliament – boycott at Kisumu urgent,Kisumu
